Gama,Grupo,Artigo (norma / referência / formato),Material,Acabamento,Código,Descrição / medida,Equivalente,Stock
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA050005        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.5 R0.5 T1                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA050008        ,"CHAPA PERFURADA AÇO MACIO 2000x1000x0.5 R0.8 T1,8                   ",,1
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA050010        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.5 R1 T2                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA050125        ,"CHAPA PERFURADA AÇO MACIO 2000x1000x0.5 R1,25 T2,5                  ",,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA050015        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.5 R1.5 T2.5                   ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA050020        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.5 R2 T3.5                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA050025        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.5 R2.5 T4                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA050030        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.5 R3 T5                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA050040        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.5 R4 T6                       ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA050050        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.5 R5 T8                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA050060        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.5 R6 T9                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA050080        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.5 R8 T12                      ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA080008        ,"CHAPA PERFURADA AÇO MACIO 2000x1000x0.8 R0,8 T1,75                  ",,1
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA080010        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.8 R1 T2                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA080125        ,"CHAPA PERFURADA AÇO MACIO 2000x1000x0.8 R1,25 T2,5                  ",,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA080150        ,"CHAPA PERFURADA AÇO MACIO 2000x1000x0.8 R1,5 T2,5                   ",,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA080100        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.8 R10 T15                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA080020        ,"CHAPA PERFURADA AÇO MACIO 2000x1000x0.8 R2 T3,5                     ",,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA080025        ,"CHAPA PERFURADA AÇO MACIO 2000x1000x0.8 R2,5 T4                     ",,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA080030        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.8 R3 T5                       ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA080040        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.8 R4 T6                       ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA080050        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.8 R5 T8                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA080060        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.8 R6 T9                       ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA080080        ,CHAPA PERFURADA AÇO MACIO 2000x1000x0.8 R8 T12                      ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA10012         ,"CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R 1,2 T3.0                  ",,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA1000125       ,"CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R 1,25 T2,5                 ",,1
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100010        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R1 T2                       ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA10001025      ,"CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R1 T2,5                     ",,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100015        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R1.5 T2.5                   ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA10010013      ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R10 T13                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100100        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R10 T14                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA10010015      ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R10 T15                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100120        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R12 T18                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100150        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R15 T22                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100160        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R16 T22                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100020        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R2 T3.5                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100025        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R2.5 T4                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100200        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R20 T27                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100030        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R3 T5                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100040        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R4 T6                       ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA10005007      ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R5 T7                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100050        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R5 T8                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100060        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R6 T9                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100070        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R7 T10                      ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100080        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R8 T12                      ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA100090        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.0 R9 T13                      ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150015        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R1.5 T2.5                   ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA15010013      ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R10 T13                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150100        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R10 T14                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA15010015      ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R10 T15                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA15010042      ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R10 T42                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150120        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R12 T16                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA15012018      ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R12 T18                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA15015020      ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R15 T20                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150150        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R15 T22                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150160        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R16 T20                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150020        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R2 T3.5                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150025        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R2.5 T4                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA15002505      ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R2.5 T5                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150200        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R20 T26                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA15020027      ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R20 T27                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150250        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R25 T38                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150030        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R3 T5                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150300        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R30 T42                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150040        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R4 T6                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150050        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R5 T8                       ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150060        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R6 T9                       ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150070        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R7 T10                      ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA150080        ,CHAPA PERFURADA AÇO MACIO 2000x1000x1.5 R8 T12                      ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AAA0010016      ,CHAPA PERFURADA AÇO MACIO 2000x1000x10.0 R10 T16                    ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AAA0010018      ,CHAPA PERFURADA AÇO MACIO 2000x1000x10.0 R10 T18                    ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AAA0010020      ,CHAPA PERFURADA AÇO MACIO 2000x1000x10.0 R10 T20                    ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AAA0012016      ,CHAPA PERFURADA AÇO MACIO 2000x1000x10.0 R12 T16                    ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AAA0012018      ,CHAPA PERFURADA AÇO MACIO 2000x1000x10.0 R12 T18                    ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AAA0015000      ,CHAPA PERFURADA AÇO MACIO 2000x1000x10.0 R15 T25                    ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AAA0030040      ,CHAPA PERFURADA AÇO MACIO 2000x1000x10.0 R30 T40                    ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AAC0012019      ,CHAPA PERFURADA AÇO MACIO 2000x1000x12.0 R12 T19                    ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200100        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R10 T14                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA20010015      ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R10 T15                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA20012016      ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R12 T16                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA20012017      ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R12 T17                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200120        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R12 T18                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200150        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R15 T20                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200020        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R2 T3.5                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200025        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R2.5 T4                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200200        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R20 T26                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA20020028      ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R20 T28                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200250        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R25 T32                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200030        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R3 T5                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200035        ,"CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R3,5T6                      ",,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200300        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R30 T42                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200040        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R4 T6                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA2000407       ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R4 T7                       ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200400        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R40 T50                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA20005007      ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R5 T7                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200050        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R5 T8                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200060        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R6 T9                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200070        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R7 T10                      ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA200080        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.0 R8 T12                      ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA250300        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.5 R30 T46                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA250050        ,CHAPA PERFURADA AÇO MACIO 2000x1000x2.5 R5 T8                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA300100        ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R10 T15                     ,,1
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA300120        ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R12 T18                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA300150        ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R15 T20                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA30015022      ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R15 T22                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA300200        ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R20 T26                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA30020028      ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R20 T28                     ,,1
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA30003040      ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R3 T4 ALTO REND.            ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA30003050      ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R3 T5                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA300030        ,"CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R3 T5,5                     ",,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA300030B       ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R3 T6                       ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA300035        ,"CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R3.5 T5,5                   ",,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA30003560      ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R3.5 T6                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA3003042       ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R30 T42                     ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA300300        ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R30 T46                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA300040        ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R4 T6                       ,,0
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA3000407       ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R4 T7                       ,,1
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA300045        ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R4.5 T8                     ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA300050        ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R5 T8                       ,,2
Chapa Perfurada,Furo Redondo RT,2000x1000 mm - furo alternado a 60º,Aço Macio,,A1AA300500        ,CHAPA PERFURADA AÇO MACIO 2000x1000x3.0 R50 T60                     ,,0
